location,latitude,longitude
Seneca Savings,43.1366316,-76.1295265
Community Financial Services Center (CFSC),40.59951470000001,-73.9860693
Bank of America,40.67802349999999,-73.44016579999999
Roslyn National Mortgage,40.7839294,-73.44352640000001
Empire Capital of America,40.7498313,-73.9887048
Orange Bank &amp Trust Company,40.9543186,-73.7196052
Investors Bank,40.602928399999996,-73.99590409999998
Capital One,40.608558,-73.9216991
Citibank,40.7568582,-73.9820448
CFSC Check Cashing,40.8337734,-73.91503900000001
Chase,41.3747832,-74.6922323
Chase,40.690064899999996,-73.7229843
Sony Music International,40.7615215,-73.97359859999999
KeyBank,42.48371789999999,-76.48527170000001
Alliance Bank,43.115613399999994,-76.1499553
TD Bank,40.7309296,-73.19109499999998
Orange County Ny School,41.3818948,-74.67553579999998
Chase,40.7037585,-73.7978388
Chase,40.6661934,-73.4878543
Glens Falls National Bank and Trust,44.047525799999995,-73.4598311
Chase,40.7136521,-73.91499350000001
Citibank,40.7829493,-73.09870219999998
Bank of America,40.618275,-73.99060899999998
Chase,40.8457138,-73.8911318
M&T Bank,42.0956166,-75.9625167
Community Bank,42.462390899999995,-78.93775179999999
Bank of America,42.9194544,-78.73872899999998
Community Bank,43.0231092,-74.3616569
Doral Bank,40.729156,-73.8584415
National Bank & Trust,42.3141463,-75.39256519999998
Capital One,40.7059981,-73.66249669999998
Glens Falls National Bank and Trust,43.330664899999995,-73.69797299999998
Capital One,40.824107399999995,-73.94447009999999
KeyBank,43.172522799999996,-79.0414883
KeyBank,42.9005636,-78.68113439999998
Lake Shore Savings,42.0978653,-79.2395202
TD Bank,40.7576743,-73.97623540000001
TD Bank,40.7749669,-73.3355454
M&T Bank,42.1185956,-79.1989151
People's United Bank,40.7211957,-73.3562479
M&T Bank,43.1512144,-76.34604590000001
Bank of Tokyo Mitsubishi UFJ,40.760101899999995,-73.98181729999999
Community Bank,42.1008836,-76.267607
HSBC Bank,40.7613119,-73.96951700000001
M&T Bank,42.098730200000006,-79.24240569999998
Lyons National Bank,43.063625099999996,-76.9925224
Bank Of Akron,42.915561100000005,-78.67194350000003
Citibank,40.615383,-73.74636070000001
Santander Bank,40.6194902,-73.99032590000002
Chase,41.1129513,-73.7715498
Capital One,40.7568582,-73.9820448
Capital One,40.76009439999999,-73.768884
Citibank,40.7706253,-73.0639551
TD Bank,41.43013320000001,-73.6792585
Citibank,40.6944745,-73.9919613
Rhinebeck Savings Bank,41.5991484,-73.88215129999998
Chase,41.3260035,-73.6877203
Adirondack Bank,43.0202742,-75.0467405
Apple Bank for Savings,40.9880499,-73.82495809999999
Chase,40.865317700000006,-73.8655739
Cobblestone Country FCU,43.241098,-78.2019942
HSBC Bank,40.5988691,-73.9542132
KeyBank,43.021204600000004,-78.9629085
Chase,41.454790100000004,-74.38259520000001
Trustco Bank,42.696932200000006,-73.6467684
Chase,41.1604847,-73.8633622
Bank of America,40.71391679999999,-74.0070188
Ridgewood Savings Bank,40.8971237,-73.778042
Chase,40.7064044,-74.0098337
NBT Bank,42.990935,-75.9563675
Chase,40.8406776,-73.28613370000001
Community Bank N A,42.08876,-78.432333
Ridgewood Savings Bank,40.721293700000004,-73.760262
Tioga State Bank,42.1286141,-76.0289303
Chase,40.7481164,-73.98436740000001
NBT Bank,43.0795779,-75.31602740000002
KeyBank,42.10886240000001,-75.93965589999998
Chase,40.694938799999996,-73.782274
Tompkins Bank of Castile,42.9960934,-78.17563670000001
Bank of America,40.841994299999996,-73.28720129999998
Independence Community Bank,40.691469399999995,-73.96289509999998
Berkshire Bank,43.0812009,-75.32049190000001
Tompkins Mahopac Bank,41.374982200000005,-73.76095509999998
Citibank,40.7158121,-73.98708669999998
HSBC Bank,40.727105,-73.23004540000001
Five Star Bank,42.1658576,-76.8194542
Citizens Bank,41.519784200000004,-73.8897308
Putnam County Savings Bank,41.440558,-73.67994820000001
TD Bank,40.8680481,-73.92107929999999
Citizens Bank,43.14197539999999,-78.69610990000001
M&T Bank,42.901492299999994,-78.68065340000001
Chase,40.7199304,-73.688501
LNB Lyons National Bank,43.0648523,-77.3596695
Community Bank,42.82427939999999,-75.542113
NBT Bank,42.3689229,-74.667351
Valley Bank,40.62085709999999,-73.98809920000002
KeyBank,43.005108,-76.1773084
TD Bank,40.7658025,-73.7421315
Roslyn Savings Bank,40.84299420000001,-73.2909559
Chase,40.9921576,-73.7464526
Adirondack Trust Company,42.935993100000005,-73.80895269999998
Chase,40.74914329999999,-73.0467537
Canandaigua National Bank & Trust,43.1239481,-77.562524
TD Bank,40.6940649,-73.9907704
M&T Bank,40.778014899999995,-73.419034
Ridgewood Savings Bank,40.882938300000006,-73.89310499999998
KeyBank,43.0165399,-74.36172560000001
KeyBank,42.356099,-73.59985209999999
Chase,40.8364944,-73.6192179
KeyBank,41.5948342,-73.910612
Community Bank,42.62916,-73.8143825
Five Star Bank,42.9964399,-78.16550600000002
Santander Bank,40.6287598,-74.11590149999998
KeyBank,42.103500700000005,-73.5509194
Bank of Castile,42.6466145,-78.1355832
Capital One,40.7560986,-73.8291672
Carver Federal Savings Bank,40.66367350000001,-73.95074620000001
Town Of Franklin Justice Court,42.341565100000004,-75.16395490000001
Wells Fargo,40.7210652,-74.0007319
Adirondack Trust Company,42.9901804,-73.85213890000001
Capital One,40.79009370000001,-73.7300182
Saratoga National Bank & Trust,43.2458008,-73.8330385
Capital One,40.770444700000006,-73.64897590000001
Chase,40.7744113,-73.95694540000001
Chase,40.755211200000005,-73.98013329999998
Chase,40.719081200000005,-74.0026135
Valley Bank,40.75833790000001,-73.973889
M&T Bank,40.85833289999999,-73.10718539999998
Chase,40.8823058,-73.2546229
Savings Bank of the Finger Lakes Fsb,42.877680299999994,-77.2736048
Community Bank,42.152100700000005,-78.7160663
KeyBank,43.958473,-75.91488580000001
Chase,40.7165422,-73.9977454
Bank of America,40.737796,-73.9925938
Bank of Castile,42.831031,-77.882734
Santander Bank,40.66269700000001,-73.92077009999998
Chase,40.770416600000004,-73.73528780000001
Citibank,40.526267,-74.20092
Santander Bank,40.7603849,-73.8912756
Chase,40.7510112,-73.6361902
Chase,40.5537786,-74.19291650000001
Community Bank,42.3396373,-78.1111258
Citibank,40.743720700000004,-73.92657419999998
TD Bank,43.0912058,-73.5015696
Banking & Office Resources,40.68511710000001,-73.5659692
Chase,41.1647107,-73.8474433
M&T Bank,42.86023549999999,-78.7549875
Community Bank,43.08833660000001,-75.3974918
TD Bank,40.7174255,-73.99097549999998
Upstate National Bank,44.1580932,-75.70600890000001
Sterling National Bank,40.643137200000005,-73.979261
Bank of America,40.682398299999996,-73.61542309999999
M&T Bank,41.718104,-74.39417340000001
TD Bank,40.909217,-73.06400119999998
KeyBank,42.9200141,-76.59121850000001
Evans Bank,43.0307477,-78.8227804
Pioneer Savings Bank,42.6966324,-73.6457358
KeyBank,43.05975369999999,-74.324708
Gold Coast Bank,40.8100292,-73.19245079999999
Northwest Bank,43.2399415,-77.6959996
KeyBank,42.0993855,-79.29941529999998
M&T Bank,42.94747279999999,-78.86891729999998
Chase,40.75044320000001,-73.9720574
M&T Bank,43.1988035,-77.945086
Chase,40.9848761,-72.5375361
KeyBank,43.100481200000004,-73.74819939999998
M&T Bank,41.504196,-74.06070640000002
Central National Bank,42.78986,-74.62231369999998
Bank of America,40.75582530000001,-73.9796581
Chase,40.7600803,-73.97857509999999
Community Financial Services Center (CFSC),40.8368472,-73.8567929
Atlantic Bank,40.9356454,-73.89836640000001
Cross County Federal Savings Bank,40.7250041,-73.87871070000001
Santander Bank,40.718421500000005,-74.00001300000002
Roslyn Savings Bank,40.617416,-73.72984790000001
Chase,41.1484743,-73.9896602
People's United Bank,40.8554221,-73.1942838
Evans Bank,42.650560299999995,-79.03998490000002
Utica Gas & Electric Employees Federal Credit Un,43.0823016,-75.29692539999998
KeyBank,43.166813,-77.69445520000001
Sterling National Bank,40.7529773,-73.980845
TD Bank,40.7054289,-73.6229436
Jeff Bank,41.5267422,-74.88499949999998
Oneida Savings Bank,43.08009149999999,-75.6419478
National Bank of New York City,40.7612912,-73.82972070000001
Evergreen Bank,43.331045,-73.66875089999998
Santander Bank,40.6131694,-74.12495940000002
M&T Bank,42.954133399999996,-77.59054820000001
M&T Bank,42.9163873,-78.8767891
Glens Falls National Bank and Trust,43.856668400000004,-73.43876329999998
People's United Bank,40.9647346,-72.19089720000001
Chase,40.752168100000006,-73.97871830000003
Chase,40.706235299999996,-73.6316828
Nefcu,40.6619374,-73.68896389999998
Apple Bank for Savings,40.862038,-73.89830599999998
Chase,40.7822743,-73.5015236
Pennstar Bank,41.37280639999999,-74.6904842
Bank of America,40.76506989999999,-73.9636955
Suffolk County National Bank,40.91884659999999,-72.66399140000001
Tompkins Mahopac Bank,41.579611,-73.81052240000001
KeyBank,43.0065555,-75.98476149999998
Greater Chautauqua Fcu,42.094938799999994,-79.2429123
Upstate National Bank,44.7146321,-75.4520579
Adirondack Trust Company,43.085488299999994,-73.8047376
Roslyn Savings Bank,40.842844899999996,-73.70734200000001
M&T Bank,40.590858700000005,-74.1011927
Pioneer Bank,42.868712200000004,-73.82242409999998
Bank of America,41.4663343,-74.35859040000001
Bank of the Hudson,41.3645049,-74.684732
Chase,40.8746186,-73.1245647
M&T Bank,42.9076379,-73.58438659999999
KeyBank,43.2501127,-75.18360759999999
Evergreen Bank,44.6993896,-73.45288620000001
Fairport Savings Bank,43.1268012,-77.441991
Niagara Regional FCU,43.0342955,-78.8001007
Chase,40.7518684,-73.9755536
Chase,41.665538500000004,-73.92931290000001
Signature Bank,40.7520453,-73.9289557
Sterling National Bank,41.3405321,-74.3576917
Bank of America,40.8027791,-73.21198100000001
Rhinebeck Bank,41.52657,-73.96486469999998
Ridgewood Savings Bank,40.7620284,-73.52936869999998
The Delaware National Bank of Delhi,42.278343299999996,-74.91635579999998
First Republic Bank,40.7817237,-73.98065799999998
Chase,40.6933449,-73.50727640000001
Citizens Bank,42.81107189999999,-73.9437415
Bank of America,40.5438496,-74.164067
KeyBank,41.692488299999994,-73.8900045
Chase,40.788363700000005,-73.7268203
M&T Bank,43.0378342,-78.8226688
Five Star Bank,42.7673586,-78.1261317
TD Bank,40.84193339999999,-73.5320038
Richmond County Savings Bank,40.584981799999994,-74.16743840000001
Northfield Bank,40.613414899999995,-74.12122049999998
Chase,40.932950399999996,-73.758496
Sterling Safe Deposit,40.7215834,-73.84351550000001
Roslyn Savings Bank,40.66624829999999,-73.4550811
Steuben Trust,42.063280799999994,-78.168609
TD Bank,40.8326201,-73.8628798
Trustco Bank,42.9707398,-73.7925077
Alliance Bank Na,42.59961759999999,-76.20078749999998
Five Star Bank,42.409034600000005,-77.4220193
Sterling National Bank,40.9443387,-72.84762459999999
Bank of America,40.7660033,-73.0162217
Chase,41.2959414,-73.89597789999998
Chase,40.7348436,-73.8735662
Bank of America,40.92863699999999,-73.85035909999998
M&T Bank,42.966811799999995,-78.69739469999998
Chase,40.7085225,-73.8304558
TD Bank,40.8622476,-73.8976713
M&T Bank,42.906905200000004,-76.8270386
C&n,42.3047225,-77.6553873
Bank of America,43.1470292,-76.12026230000001
UBS,40.7823805,-73.4405191
MB Business Capital,40.720633299999996,-73.24608100000002
Canandaigua National Bank & Trust,42.97311079999999,-77.3626335
Check And Corporate Svcs,43.0145496,-78.7792719
Bank of America,42.8445751,-78.82390769999998
NBT Bank,43.1677521,-76.2991823
Watertown Savings Bank,44.0651765,-76.12642340000001
Republic Bank,40.7362862,-73.9937922
Community Financial Services Center (CFSC),40.7001585,-73.9405642
M&T Bank,42.77513,-73.91696850000001
UBS,43.1202225,-77.5081046
HSBC Bank,40.812034999999995,-73.49466600000001
Trustco Bank,42.65340339999999,-73.7888615
Sterling National Bank,40.656127500000004,-73.6428131
People's United Bank,40.7694154,-73.0702266
TD Bank,43.3120195,-73.64513570000001
Wells Fargo,41.1043335,-74.0201084
Chase,43.1290365,-77.56807649999998
City National Bank,40.7561965,-73.98277639999998
Bank of America,40.7414529,-74.00168120000001
Chase,40.7291216,-73.213087
Retriever Medical Dental Payments,41.0982215,-73.77334239999998
Valley Bank,40.781896,-73.0954031
M&T Bank,42.747282399999996,-73.923036
TD Bank,40.8522516,-73.85242779999999
Tompkins Mahopac Bank,41.669478399999996,-73.8389952
Sterling National Bank,40.82361059999999,-73.20571340000001
Pioneer Bank,42.6458144,-73.6981038
KeyBank,43.042488899999995,-76.06588769999998
Apple Bank Of Savings,40.701817999999996,-73.3779
Putnam County National Bank,41.4266434,-73.67923549999998
Alden State Bank,42.9005377,-78.4957496
TD Bank,40.7862289,-73.11976999999999
Citibank,40.7605248,-73.97690490000001
Chase,40.7631599,-73.96788259999998
Bank of America,41.9366526,-74.0263262
Chase,43.509429700000005,-76.36964259999998
TD Bank,40.8349958,-73.3709157
KeyBank,42.73684189999999,-78.84316969999998
HSBC Bank,40.7088069,-74.01111569999998
NYCB,40.801783,-72.8620481
Community Bank,42.6541323,-77.0577423
Alliance Bank,43.156326799999995,-76.1207833
Community Bank,42.877680299999994,-77.2736048
HSBC Bank,40.9648264,-73.87266509999999
KeyBank,43.142929200000005,-78.8843065
Chase,40.6966346,-73.32375400000001
Bank of America,43.032720899999994,-76.1902762
Ameri Cu,43.22055779999999,-75.4195428
Wells Fargo,40.751211299999994,-73.97464090000001
TD Bank,40.603426299999995,-74.16214049999998
Ballston Spa National Bank (BSNB),42.6950346,-73.87943179999998
Planet Group,41.0707975,-73.8199427
Webster Bank,40.9084158,-73.87326230000001
Citibank,40.7060329,-73.7965844
Chase,40.8296415,-73.0216642
Sterling National Bank,40.6663305,-73.48720990000001
KeyBank,42.952537,-76.544696
Sterling National Bank,40.7286523,-73.7053296
NBT Bank,42.3141463,-75.39256519999998
NBT Bank,42.7991874,-76.1192303
Community Bank,42.065622499999996,-78.16753220000001
NYCB,40.9356454,-73.89836640000001
Angels of Debt,40.608559,-73.962458
KeyBank,42.1613839,-75.89308
Chase,43.0344628,-76.01847719999998
Chase,40.6294592,-74.1113812
Bank of America,40.7847764,-73.62361059999998
TD Bank,41.112148100000006,-74.12918020000001
TD Bank,40.720556099999996,-73.84292590000001
Wayne Bank,42.3413475,-75.16416009999999
M&T Bank,43.0432671,-74.8588913
Maspeth Federal Savings,40.7262595,-73.8956168
Sterling National Bank,40.6740412,-73.97597809999998
Community Bank N A,42.0370649,-78.3394491
NYCB,40.6918306,-73.33465179999999
Chase,40.722274799999994,-73.88559659999999
M&T Bank,42.883781,-78.87442999999998
Investors Bank,40.8101866,-73.192302
Trustco Bank,42.629171,-73.812912
KeyBank,42.696620900000006,-73.64527640000001
Chemung Canal Trust Company,42.343000700000005,-77.3374228
Trustco Bank,42.9104158,-73.6840168
Apple Bank for Savings,40.839702700000004,-73.9155447
KeyBank,43.0538843,-76.55952490000001
M&T Bank,42.8672006,-78.69637019999998
Five Star Bank,42.732169799999994,-78.1360435
M&T Bank,42.717732299999994,-78.00341689999998
Northwest Bank,42.9581721,-78.8432717
Five Star Bank,42.72841770000001,-77.8674497
Tompkins Trust Company,42.9360085,-76.5661171
M&T Bank,40.910162,-73.79666689999998
Community Bank,44.292991,-73.98945870000001
Community Bank,43.619814,-75.3633301
Ballston Spa National Bank (BSNB),42.649138799999996,-73.9228703
Suffolk County National Bank,40.8947758,-72.3980271
Bank of America,42.941139299999996,-78.8922434
People's United Bank,40.882175,-73.2530846
Citibank,40.6290696,-73.9188056
TD Bank,40.64585579999999,-73.63802989999998
Ticonderoga Federal Credit,44.213397799999996,-73.597774
Chase,41.0594274,-74.02135969999998
KeyBank,43.048033700000005,-75.3818645
Mercantil Bank,40.7573533,-73.97524349999998
Tompkins Mahopac Bank,40.922799299999994,-73.86462560000002
Bank of America,40.72636079999999,-73.51409890000001
M&T Bank,43.007011999999996,-75.256635
Cattaraugus County Bank,42.24995139999999,-78.7983083
Ogdensburg Public School Employees Federal Crdt Un,44.69795999999999,-75.48806400000001
Bank of America,40.770669399999996,-73.50092529999998
Wells Fargo,40.9541609,-73.8142446
Community Bank,42.3946145,-75.1756738
Armed Forces Bank,44.042706700000004,-75.8050868
Chase,41.576777500000006,-74.48628839999998
Community Federal Savings Bank,40.692924,-73.85542070000001
Bank of America,40.563866100000006,-74.11578349999998
Bank of America,43.2100789,-77.6932923
M&T Bank,42.6514655,-73.7825806
Bank of America,40.7552929,-73.82795
Apple Bank for Savings,40.8794468,-73.59582320000001
M&T Bank,41.782664000000004,-73.75777459999998
Northwest Bank,43.0515179,-78.87720920000001
Bank of America,40.89685,-73.80482409999998
Community Financial Services Center (CFSC),40.74327720000001,-73.9823151
Chase,40.78164630000001,-73.9522157
Community Bank,42.0841974,-78.4176476
KeyBank,42.656406,-73.8011247
Chase,40.93583650000001,-73.10983449999998
M&T Bank,40.539751700000004,-74.1478286
KeyBank,44.697349200000005,-73.4855369
M&T Bank,42.947871,-78.8493835
Capital One,40.8746277,-73.8796248
KeyBank,43.1896774,-77.5028517
Citibank,40.8092856,-73.94858889999998
Wells Fargo,40.75375409999999,-73.9881697
Citibank,40.705133200000006,-73.56948890000001
Chase,40.75007189999999,-73.9922026
Richmond County Savings Bank,40.5519994,-74.1477558
Flushing Bank,40.636513,-73.9910376
Capital One,40.8625982,-73.8978515
Union State Bank,41.2253561,-73.9860561
KeyBank,43.460265500000006,-76.48654210000002
Chase,40.701162,-73.38463859999999
Nefcu,40.7401617,-73.60054219999998
KeyBank,43.0312408,-78.6976189
M&T Bank,43.2083652,-77.6953497
Wells Fargo,41.16668920000001,-73.848936
Richmond County Savings Bank,40.598315500000005,-74.07896029999998
Northwest Bank,42.91909769999999,-78.7344729
Wells Fargo,40.7073527,-73.6314068
Investors Bank,40.706435,-73.6644403
Bank of America,42.91059970000001,-78.8767891
TD Bank,40.779321,-73.95593520000001
M&T Bank,43.0684141,-78.18794809999999
M&T Bank,40.7843136,-73.55656019999998
Chase,41.0525271,-73.76964240000001
M&T Bank,41.0415985,-73.9163025
Northwest Bank,43.0519768,-78.8763469
Bank of America,42.9224578,-78.813216
Fulton Savings Bank Village Green Ofc,43.1320669,-76.29997399999998
HSBC Bank,40.9467196,-73.79590859999998
Canandaigua National Bank & Trust,42.9832019,-77.4116028
Chase,40.7803787,-73.44824140000001
First Republic Bank,40.6677763,-73.984461
Community Bank,42.0765729,-78.42830680000002
KeyBank,41.4030171,-74.32489179999999
Chase,40.776010299999996,-73.9619506
Chase,40.6513303,-73.92987409999998
Santander Bank,40.591942700000004,-74.1006421
Canandaigua National Bank & Trust,43.2091949,-77.69410479999998
KeyBank,41.031938000000004,-73.7631155
Chase,40.7872868,-73.8092338
Investors Bank,40.6207402,-74.00747309999998
Berkshire Bank,42.697359000000006,-73.76754629999998
Chase,40.7617404,-73.8309235
Chase,40.7283727,-73.22882270000001
Citibank,40.713223799999994,-73.91543730000001
KeyBank,42.7750329,-73.70029500000003
SBT Advantage Bank,40.7622489,-73.8300064
HSBC Bank,40.8669903,-72.54865020000003
TD Bank,40.6525066,-74.00554140000001
Sterling National Bank,41.11278239999999,-74.11679199999998
Valley Bank,40.74208489999999,-73.6964301
Industrial Bank Harlem,40.8110425,-73.9536282
Sterling National Bank,41.707784000000004,-74.63156500000001
Catskill Hudson Bank,41.6188781,-74.58468069999998
Ulster Savings Bank,41.84389779999999,-74.1488439
Bank of Castile,42.715113099999996,-78.009973
TD Bank,40.6918737,-73.4786718
Trustco Bank,42.7803006,-73.9547733
KeyBank,43.1648613,-77.62592719999998
NBT Bank,43.451742100000004,-76.511473
Chase,40.7444068,-73.42230289999998
Bank of America,40.709188899999994,-74.0101432
Citibank,40.706995899999995,-73.5437917
M&T Bank Homeowner's Assistance Center,43.0423526,-78.74425550000001
Investors Bank,40.9294986,-73.11552840000002
KeyBank,43.151385999999995,-77.5709632
Chase,41.42000660000001,-73.574338
M&T Bank,43.207201500000004,-77.601197
Capital One,40.7179401,-73.738293
KeyBank,42.835412,-78.7868804
M&T Bank,42.0980672,-75.9098042
Rondout,41.9370464,-74.0228254
Champlain National Bank,43.950287200000005,-73.42237659999998
Apple Bank,40.588210600000004,-73.65569049999998
KeyBank,41.50098010000001,-74.0700574
M&T Bank,41.5417215,-73.853605
NBT Bank,43.225299,-74.1745708
People's United Bank,41.142393,-73.86304059999998
Solvay Bank,43.050227500000005,-76.15045669999998
BankUnited,40.75783870000001,-73.97644199999998
Chase,41.2576441,-73.6838338
UBS,43.046043700000006,-76.1517444
Chase,40.7697193,-73.98177530000001
M &amp T Bank,40.6755427,-73.8965453
Citizens Bank,43.2265456,-77.2794854
Tioga State Bank Owego,42.105756299999996,-76.24784050000001
M&T Bank,42.910529700000005,-78.8544885
Tompkins Mahopac Bank,41.4159375,-73.5752206
Wayne Bank,42.407641399999996,-74.61776309999998
Chase,40.743057799999995,-73.9848906
Chase,40.786508000000005,-73.836219
Signature Bank,40.7505033,-73.98064520000001
Chemung Canal Trust Company,42.34628970000001,-76.84776670000001
Tompkins Bank of Castile,42.634052600000004,-78.04829790000001
TD Bank,40.7362862,-73.9937922
Nefcu,40.7696967,-73.4995446
Bank of America,41.2557828,-73.68364989999998
Spring Bank,40.8356833,-73.9203213
Bank of America,40.8708154,-73.53083829999998
Brockport Central School,43.2077171,-77.94718329999998
Saratoga National Bank & Trust,43.0724393,-73.78861839999998
Chase,40.7170757,-74.00601879999998
Credit Where Credit Is Due,40.8488511,-73.93837020000001
Hometown Bank,41.52551029999999,-74.2302215
Canandaigua National Bank & Trust,43.193721200000006,-77.5011155
Community Bank,42.248315600000005,-73.7681715
Solvay Bank,43.0601906,-76.20255110000002
Chase,40.78379899999999,-73.98045499999998
Community Bank,42.09733809999999,-79.32644359999998
M&T Bank,42.0923355,-75.82350100000001
KeyBank,43.00675740000001,-78.82347299999999
Citizens Bank,42.096033500000004,-75.9962341
KeyBank,42.742650399999995,-78.8686633
Bank of America,42.8623341,-73.7817843
KeyBank,43.2325565,-75.43879040000002
TD Bank,43.331045,-73.66875089999998
Community Bank,43.08009149999999,-75.6419478
HSBC Bank,40.648049799999995,-73.88247290000001
Atlantic Bank,40.618822200000004,-74.0087019
Apple Bank,40.74656220000001,-73.59246879999998
Metropolitan Commercial Bank Park Avenue,40.750142100000005,-73.9782738
TD Bank,40.7665393,-73.0075502
HSBC Bank,40.78238029999999,-73.10284940000001
NBT Bank,43.02880379999999,-74.9799178
M&T Bank,41.0028711,-73.68089090000001
Wells Fargo,41.1094653,-74.07861609999998
Chase,40.875322100000005,-73.5990011
Bank of America,40.762268,-73.42377619999998
Community Bank,43.973698600000006,-75.9116191
Sterling National Bank,40.9452089,-72.9445571
Bank of America,40.72519129999999,-73.54519509999999
Chase,40.6029701,-73.65603540000001
Chase,42.774108399999996,-73.8920275
TD Bank,40.748762,-73.8921239
Chase,43.2417905,-77.6206642
TD Bank,40.8309541,-73.0232324
Citibank,40.7533805,-73.9088389
KeyBank,41.147885200000005,-73.86085829999998
Investors Bank,40.6216225,-74.02912059999998
NBT Bank,44.7069073,-75.460145
Popular Community Bank,40.7474668,-73.8824236
Signature Bank,40.6291552,-73.7089388
Tioga State Bank,42.1111479,-76.2683911
Evans Bank,42.4687289,-79.1770521
M&T Bank,42.103587700000006,-76.0462962
Citibank,40.7104062,-73.7930592
NBT Bank,42.5534679,-75.52425799999999
Capital One,40.8552744,-73.86802519999998
Chase,40.7506831,-73.98112259999998
Bank of America,40.76476470000001,-73.820582
HSBC Bank,40.767827000000004,-73.98987260000001
Maspeth Federal Savings,40.7324834,-73.68647779999998
Wayne Bank,41.6667148,-74.6760421
M&T Bank,43.1188219,-75.29253309999999
TD Bank,40.715077799999996,-73.77287129999998
KeyBank,43.0967124,-79.0554131
HSBC Bank,40.75098089999999,-73.9776329
Citibank,40.6397565,-73.70047890000001
TD Bank,40.5318134,-74.19119669999998
The New York Milk Bank,41.097561999999996,-73.7780764
Trustco Bank,42.730626,-73.8483158
HSBC Bank,40.7551055,-73.9758738
TD Bank,41.3645049,-74.684732
NBT Bank,42.8384605,-73.7416813
Chase,40.6691953,-73.3932955
Community Bank,42.9647342,-78.67680469999998
Chase,40.779531,-73.982056
Investors Bank,40.739089899999996,-73.6395936
M&T Bank,42.0952835,-75.9189253
Elmira Savings Bank,42.1559725,-76.82204509999998
Bank of America,40.667280600000005,-73.8508887
Rome Savings Bank,43.283883,-75.4700429
People's United Bank,40.7589039,-73.5456092
Evergreen Bank,42.697553000000006,-73.8107062
NBT Bank,42.460527299999995,-75.01744049999998
KeyBank,42.9115017,-78.8767891
KeyBank,43.0552232,-75.27748220000001
Chase,40.6661108,-73.55340840000001
Chase,40.6503231,-73.9498278
Bank of America,43.0503739,-78.8782063
Chase,40.6569518,-73.6479641
NBT Bank,44.595221,-75.16677370000001
TD Bank,40.77182579999999,-73.9558958
Citizens Bank,40.97913339999999,-73.83117759999999
Sawyer Savings Bank,41.615922999999995,-73.96379940000001
Trustco Bank,41.1580357,-73.98304879999998
M&T Bank,42.8761771,-78.8512196
Chase,40.7648745,-73.93044139999998
Citibank,40.8247305,-73.2353907
Citizens Bank,41.9328651,-74.0196508
Canandaigua National Bank & Trust,42.950221899999995,-77.59886940000001
TD Bank,40.77743419999999,-73.4666812
TD Bank,41.9357982,-74.0253061
Popular Community Bank,40.6689701,-73.9137075
NBT Bank,43.3083072,-73.643388
Bank of America,43.06827819999999,-76.1137385
Chase,41.0868591,-74.0143591
TD Bank,40.803922899999996,-73.96743769999998
Citibank,40.75125540000001,-73.9907777
Ulster Savings Bank,41.672275799999994,-73.9281519
Bank of America,40.7939667,-73.9671163
Chase,40.587388700000005,-74.09098309999999
Chase,40.7269533,-73.8216363
Community Financial Services Center (CFSC),40.847472700000004,-73.90857729999998
Nefcu,40.841817799999994,-73.29248360000003
Valley Bank,40.7906606,-73.5367054
Chase,40.76016449999999,-73.8300113
Community Bank,43.32125569999999,-76.57882640000001
People's United Bank,41.1260327,-74.04171690000001
Rondout Savings Bank,41.925616399999996,-73.9907576
People's United Bank,40.8263521,-73.2015426
Roslyn Savings Bank,40.7558885,-73.359009
Capital One,40.58889509999999,-73.6641523
TD Bank,40.61662330000001,-73.92985110000002
M&T Bank,42.9146588,-78.7548381
NYCB,40.8531787,-73.1880157
Roosevelt Savings Bank,40.683706,-73.9750196
Investors Bank,40.716355,-73.41946899999998
Bank of America,42.8661395,-73.93211800000002
Sterling National Bank,40.7129409,-73.7837066
Chase,40.756674700000005,-73.6449287
Capital One,40.853139500000005,-73.85392100000001
Chase,40.78088760000001,-73.95941979999998
Bank of America,42.9012411,-78.6859022
KeyBank,41.04562979999999,-73.95439689999998
Five Star Bank,42.798629999999996,-77.7836933
TD Bank,40.8597391,-73.1133385
Chase,40.8664422,-73.8957641
Canandaigua National Bank & Trust,43.1538861,-77.5883088
Fulton Savings Bank Mortgage Department,43.3237271,-76.4173832
M&T Bank,43.084672399999995,-77.67535529999998
Community Financial Services Center (CFSC),40.6241734,-74.0800339
KeyBank,41.5617736,-73.60177780000002
Signature Bank,40.7592565,-73.9743737
City National Bank,40.776574100000005,-73.4194483
Chase,40.839264,-73.91587879999999
Glens Falls National Bank and Trust,43.296741299999994,-73.68319439999998
Financial Equities Mortgage Bankers,40.75570769999999,-73.5580325
Chase,40.7452674,-73.60502720000002
Community Financial Services Center (CFSC),40.686882700000005,-73.8242021
M&T Bank,41.9827436,-73.88164599999999
M&T Bank,43.1845954,-77.56617349999998
HSBC Bank,40.732641,-74.0000623
Chase,40.7784549,-73.53109140000001
First Niagara,42.103500700000005,-73.5509194
KeyBank,43.562324700000005,-76.12703499999998
Ulster Savings Bank,41.9369266,-74.02477940000001
Chase,41.021773100000004,-73.7748821
TD Bank,40.7249477,-73.54190109999998
Bank of America,40.79607350000001,-73.69873170000001
Orange Bank & Trust Company Chester Branch,41.3580653,-74.28519070000002
