County Name,State,FIPS County Code,Link
LAS ANIMAS,CO,8071,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
LINCOLN,CO,8073,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
LOGAN,CO,8075,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
MESA,CO,8077,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
MINERAL,CO,8079,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
MOFFAT,CO,8081,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
MONTEZUMA,CO,8083,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
MONTROSE,CO,8085,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
MORGAN,CO,8087,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
OTERO,CO,8089,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
OURAY,CO,8091,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
PARK,CO,8093,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
PHILLIPS,CO,8095,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
PITKIN,CO,8097,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
PROWERS,CO,8099,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
PUEBLO,CO,8101,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
RIO BLANCO,CO,8103,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
RIO GRANDE,CO,8105,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
ROUTT,CO,8107,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
SAGUACHE,CO,8109,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
SAN JUAN,CO,8111,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
SAN MIGUEL,CO,8113,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
SEDGWICK,CO,8115,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
SUMMIT,CO,8117,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
TELLER,CO,8119,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
WASHINGTON,CO,8121,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
WELD,CO,8123,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
YUMA,CO,8125,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
BROOMFIELD,CO,8014,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
STATEWIDE,CO,8990,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
FAIRFIELD,CT,9001,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
HARTFORD,CT,9003,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
LITCHFIELD,CT,9005,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
MIDDLESEX,CT,9007,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
NEW HAVEN,CT,9009,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
NEW LONDON,CT,9011,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
TOLLAND,CT,9013,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
WINDHAM,CT,9015,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
STATEWIDE,CT,9990,https://fred.stlouisfed.org/series/EQFXSUBPRIME00
KENT,DE,10001,https://fred.stlouisfed.org/series/EQFXSUBPRIME0
NEW CASTLE,DE,10003,https://fred.stlouisfed.org/series/EQFXSUBPRIME0
SUSSEX,DE,10005,https://fred.stlouisfed.org/series/EQFXSUBPRIME0
STATEWIDE,DE,10990,https://fred.stlouisfed.org/series/EQFXSUBPRIME0
