County Name,State,FIPS County Code,Link,url,q1_credit,credit_percent
CLAY,AR,5021,https://fred.stlouisfed.org/series/EQFXSUBPRIME00,https://fred.stlouisfed.org/series/EQFXSUBPRIME005021,"<span class=""series-meta-observation-value"">28.16901</span>",28.16901
CLEBURNE,AR,5023,https://fred.stlouisfed.org/series/EQFXSUBPRIME00,https://fred.stlouisfed.org/series/EQFXSUBPRIME005023,"<span class=""series-meta-observation-value"">23.42954</span>",23.42954
CLEVELAND,AR,5025,https://fred.stlouisfed.org/series/EQFXSUBPRIME00,https://fred.stlouisfed.org/series/EQFXSUBPRIME005025,"<span class=""series-meta-observation-value"">29.80769</span>",29.80769
COLUMBIA,AR,5027,https://fred.stlouisfed.org/series/EQFXSUBPRIME00,https://fred.stlouisfed.org/series/EQFXSUBPRIME005027,"<span class=""series-meta-observation-value"">37.19447</span>",37.19447
CONWAY,AR,5029,https://fred.stlouisfed.org/series/EQFXSUBPRIME00,https://fred.stlouisfed.org/series/EQFXSUBPRIME005029,"<span class=""series-meta-observation-value"">29.07240</span>",29.07240
CRAIGHEAD,AR,5031,https://fred.stlouisfed.org/series/EQFXSUBPRIME00,https://fred.stlouisfed.org/series/EQFXSUBPRIME005031,"<span class=""series-meta-observation-value"">31.91974</span>",31.91974
CRAWFORD,AR,5033,https://fred.stlouisfed.org/series/EQFXSUBPRIME00,https://fred.stlouisfed.org/series/EQFXSUBPRIME005033,"<span class=""series-meta-observation-value"">29.82738</span>",29.82738
CRITTENDEN,AR,5035,https://fred.stlouisfed.org/series/EQFXSUBPRIME00,https://fred.stlouisfed.org/series/EQFXSUBPRIME005035,"<span class=""series-meta-observation-value"">42.86425</span>",42.86425
CROSS,AR,5037,https://fred.stlouisfed.org/series/EQFXSUBPRIME00,https://fred.stlouisfed.org/series/EQFXSUBPRIME005037,"<span class=""series-meta-observation-value"">33.86881</span>",33.86881
DALLAS,AR,5039,https://fred.stlouisfed.org/series/EQFXSUBPRIME00,https://fred.stlouisfed.org/series/EQFXSUBPRIME005039,"<span class=""series-meta-observation-value"">31.59722</span>",31.59722
